"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"
0.326496237324496	0.0131337927058496	-0.286299822626335	0.170129623593003	-0.321072046742168	-0.0137387977004367	0.028252357269613	0.505757126928281
-0.606332044414007	-0.475432704816343	0.796058264826954	-0.331362949408271	-0.049245255887563	0.289437093388677	-0.79122817136108	-0.423448281231368
0.197906119162559	0.840506878137679	-1.61638310601231	0.541451666752715	-0.397240256438588	0.0911653700167008	0.489715926232712	1.28865734285636
-0.401773251463504	-0.603379949245477	1.32437963009767	-0.365916330716543	-0.119264104768986	-0.702380287317071	-0.407013115126564	-1.25368390836435
-0.134816261770036	-0.00162243874425532	-0.00134841558761459	0.141392482980852	0.918592658165931	-0.069296697391532	-0.211118066348128	-0.506078599187216
-0.466828489585251	-0.352909269798134	0.391261450211313	-0.160720982058464	0.395185315968961	0.283770818410058	-0.610845927549659	-0.508091240071573
-0.128021167327022	0.185220897026842	-0.235583687445918	0.266790109023612	1.3950225130918	0.197100921776504	-0.0277747945798072	-1.06907908889479
-0.272426656606535	-0.444100565214803	0.789740640813999	-0.285117967464603	-0.553764069383001	0.35702336863242	-0.319917882740419	0.687033410783021
0.411607294403292	0.901429545014408	-0.752149184499002	0.257333651128783	0.292150272145636	-0.498625538872776	0.643891957119632	-0.221287013587125
-0.47665669125972	-0.533090238938683	0.583630177902262	-0.376573051183392	-0.135241498498078	0.536326985973669	-0.570347166272992	-0.0778381549769855
-0.446304001065064	-0.366998395250921	1.41439862106731	-0.536681972256622	-0.253314785463376	-0.430445634253804	-0.397057871107301	-0.651289285911378
0.337949654814561	0.459168896718774	-0.287947782281412	0.0319136582255226	-0.251893815458231	-0.0781746750002317	0.586729728345553	0.193952663063859
0.404628070486493	0.453115294787203	-1.62408913490047	0.27340403519566	0.298239771132802	0.424270848324339	0.477501541786896	0.957147551600586
