"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"V12"
-1.66678936241039	-2.48860965048002	-2.70925904293384	-3.49304785841805	-3.13129158461748	-3.43458733772075	-3.54715672822486	-3.35416705825172	-3.45765545541143	-3.97419733680636	-5.52147701240414	-0.148046271180531
-0.0859135492695106	-0.0741012704314562	-0.158304601343696	-0.0531218334671559	-0.0848608928766985	-0.0313387771857446	0.088083632024154	-0.0304561793036185	0.156010905678771	0.0633137288814734	-0.153834080563401	0.364522917856883
-0.253896228896074	-0.0600599713426281	0.0309715147121271	-0.0427221171496304	0.454712633126741	0.0238230298583892	0.0165655825740721	0.145816986263835	-0.00640030996031422	0.0608945226011915	0.477207763912465	-0.846913405700172
-0.128114943371491	-0.230551698276175	-0.229916359269044	-0.189126097011362	0.0908000622801943	-0.031734342274616	-0.135393484020329	-0.221360825422459	0.0313477132099472	0.0517322403651175	-0.294893437645559	1.28721117143577
0.253596773351732	0.13171618047813	0.0465101514968099	0.241971373088685	-0.18341245940311	0.220558776010054	0.128408935296277	-0.0856558537672084	-0.0612644648638416	0.145148610791883	0.303603674478864	-1.14118169695827
0.312017480480629	0.136377476264106	0.355823345367865	-0.129075444830564	0.0835375927588542	-0.0479434490402002	-0.109825593035508	0.0753272088135799	-0.140844819266892	-0.315085524194423	0.0684806168678235	-0.28878889018527
-0.0982311197665641	0.0447989860961501	0.204476797529383	-0.120453618692487	0.392363598220703	-0.0211842017116942	-0.0471629170249154	0.115936549719588	-0.121837863594476	-0.133300407296851	0.33894398212099	-0.554349785599826
0.49197424563427	0.413563528614761	0.665150867783982	-0.118813912360492	0.0175398740188263	-0.108583052470586	-0.12429149467985	0.105438893698001	-0.397236317185681	-0.60036571603861	-0.0278772327992146	-0.316499684215408
-0.451540635922676	-0.321071085145915	-0.38162703452769	0.0293735953927768	0.327957493904436	-0.122989679575253	-0.0256850927718441	0.162672427124391	0.365073659079577	0.300044249913061	0.245940532443622	-0.128148429914488
0.54295534182683	0.207221926992938	0.132146385413929	0.0780782806488588	-0.514077978889099	0.152825349202053	0.0110899930748177	-0.160517433050249	-0.274654854257633	-0.15297779745899	-0.425466855159302	0.403377641655846
-0.401562430269782	-0.0777831785681494	-0.0498170503648504	-0.0326277823710359	0.451161654393312	-0.0740672253397596	0.0103506971635989	0.165548379817959	0.036965050071975	0.0618186854039499	0.356071606878045	-0.446058406815261
0.103195358383115	-0.0726603862550249	-0.0820703111674062	0.230356172103199	0.0138866740864065	0.165790544490698	0.0299342731264341	0.0229143414524801	0.0238673495008468	0.260510766016301	0.332042955598212	-1.02776773733526
0.117079028426736	0.0421842777701143	-0.128874926556514	0.147433820715581	-0.318845853147558	0.0303767696631808	0.0412443485513561	-0.0572895572274288	-0.0226851158031466	0.0645173824052646	-0.281342748899275	0.36620257410169
-0.188792793760491	-0.0204921626724966	0.0600052477578387	-0.231072415457879	0.0664420897072427	-0.147061643972391	-0.108151488612449	0.00321657765446078	-0.0609862521606489	-0.21386840721303	-0.302607588274064	1.14336883700391
