"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"V12"	"V13"	"V14"	"V15"	"V16"	"V17"	"V18"	"V19"	"V20"	"V21"	"V22"	"V23"	"V24"
-1.79036447478228	-3.08327124692695	-3.82806829827632	-3.60114543767418	-3.39360260056503	-3.58444440486785	-4.13752440376218	-2.06963938208959	-2.95806966294937	-3.66388257486404	-4.31025306024588	-3.20661630802265	-3.43363399026389	-3.07541211941569	-3.80049663297008	-4.58234927457109	-3.41083376185326	-3.75304757187519	-3.36769789255506	-4.32158340345509	-3.76498462684793	-6.37186677297771	-4.06848976013387	-3.51012282366059
0.667949452107047	0.284716505045082	-0.201282506748418	0.129772873676317	0.206644356991553	0.0733184994517513	0.111227193903128	-0.33795767176773	0.200684760388021	0.361097753970439	0.231004070588021	-0.605424873869228	0.204086167445644	-0.585603298207117	-0.0247683241210766	-0.05644633176216	0.177858899010018	0.00909215859347351	-0.451521016082334	0.144498454311231	0.0372627596801234	0.244068242291437	-0.176024747777299	-0.644253377117923
-0.387407174053015	-0.220316162942028	-0.218222297499932	-0.193631805741878	-0.20549513403718	-0.12661215088354	-0.0596778782400985	1.27830278703254	-0.267664018957473	-0.299929804437072	-0.175335656459643	1.21183118288976	-0.341631115319771	0.870175688018774	-0.162573420641855	-0.262909541792239	0.00977800253935384	-0.176673367356593	0.822033538508725	-0.41562659646707	-0.0996495886710329	-0.376269138007496	-0.330751867234296	0.128255519753054
-0.260655508471938	-0.0422207248490043	-0.156890609038604	-0.0764690348437627	0.0120731094384304	-0.0414907482242476	0.0106859127490161	0.0650210147697334	0.0197235706057777	-0.0186087318889345	-0.112169595516897	0.103499834397516	0.0488262892783622	0.284082019219849	-0.0615752285770794	-0.195600713753031	0.0371188561707434	0.0446902377219529	0.230740344845869	-0.195422576412227	-0.173641149579453	-0.233553142651988	-0.226266961879603	0.938103536489521
-0.678891468052405	-0.114960025970006	-0.227875211555665	-0.046874845690708	0.0525788533121433	-0.0404414553134734	0.0620681413324969	0.0118308634473364	0.115956398936129	-0.0670020999115894	-0.306567408701846	0.233261512089468	0.105726779432527	0.461202806459069	-0.0653428733007842	0.0184112573817733	-0.079987759433022	0.00983543685834156	0.406769692576373	-0.256925512375613	-0.335471870594351	-0.240119460225506	-0.265647080294599	1.24846532959391
0.451312164319101	0.0655172383716878	0.0892236094725403	-0.0388725405180117	-0.0359181623276819	0.00541119991547805	0.00344838587055879	0.174426434953242	0.00165720637504146	-0.0117903775739045	0.115471666595912	0.0144958050435899	-0.0220187297482838	-0.271592533935982	0.0945703466038093	-0.115922359345819	0.0709105961914897	-0.0120383930107664	0.0413093168511815	0.121827587247504	0.219189836470121	0.117234840673767	0.124612639010684	-1.20246577750526
0.304067648225593	0.538355523351046	0.155395037947844	0.100148896100405	-0.209529533354079	-0.11195392210075	0.0367689660786148	0.0642426811411183	0.139022793939549	-0.158073521381233	0.227314509881186	0.318350276692884	0.0665278328072159	0.218417076584204	0.0626107448898006	-0.279540138463275	0.0427841691286347	-0.046869385287464	-0.0600341079840788	-0.196041204208732	-0.243309130865626	-0.105289324519842	-0.260643362957205	-0.602722525645811
0.342999272394721	0.264268586267697	0.289315704311958	0.206196254751625	0.0602519535627928	-0.0474542237634207	0.00486605431489395	-0.667033271174676	0.13269936331028	0.115166572893226	0.238549778264636	-0.546895686519877	0.0802899278492042	-0.498872579800771	0.128731044093923	0.179963002385154	-0.0138702208581343	0.00652923761656123	-0.593612650970463	0.223293866583775	0.194349323125448	0.34838674242325	0.147314381317755	-0.59543243237956
-0.394946591125994	-0.325584271311812	-0.175282315662754	0.0814931758120574	0.3119301444948	-0.00681261530117188	0.0298827170501202	-0.36279253696043	0.0254929535375385	0.170037979598302	-0.214292058305707	-0.391333088535708	-0.10543633701206	-0.203116592461725	-0.0299974719618475	0.411714575792823	-0.0659412983103559	0.0166826138699962	-0.190761785346835	0.144080330086513	0.231759479254899	0.173596112633835	0.0630306198045133	0.806596260361004
0.802121514588744	0.405520779059235	0.136330488399052	0.180527121649942	0.0649149713238131	-0.059200964226357	-0.0358126241766238	-0.416180848060819	0.0446138763119542	0.236306928117889	0.377411626832548	-0.735969255162879	0.0875468371868647	-0.638890818151123	0.0288485143165212	-0.00127563976804677	0.0879363737010473	-0.0280943154845132	-0.630543119548628	0.218155014022972	0.173966573521078	0.338680150490165	-0.0252248468473611	-0.61168833809547
