"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"
0.93394445676903	-0.903289204801612	0.20702567883173	-0.0270484233995552	0.15606875525472	-0.0983711622675564	-1.109871102278	-0.116309922051076	-0.102167287971868
-0.251767416074111	-0.0401552992496953	-0.401910200702086	-0.100532368187955	-0.0278349128306589	-0.142091970440465	0.302836527146623	0.260514465242033	0.0875152483642282
-1.46014388220693	0.863621369169206	-0.214931442898865	-0.126020652228585	0.267835459993527	-0.359570572368866	1.1338591585312	-0.314140926693308	0.347223588582729
0.620427060205418	-0.783652453071974	-0.766415249405865	-0.469132072316702	-0.150299635651563	1.05670180401011	0.106170848618658	0.196378880952805	-0.0643367228805597
-0.973867541057032	-0.380771514071663	0.170535732561864	0.398522788290631	-0.240724024348187	-1.0222708410971	0.591477850267403	0.283371257760591	0.616717651636982
-0.784857060905166	0.457964380168398	0.0399627508488147	-0.181352655512675	0.294510327398189	-0.0943020729900166	0.697081862580975	-0.0771488108630342	0.0986472506086262
0.315301930471062	0.434922241584931	1.22183025205397	-0.496770751981983	-0.51684195592828	0.211464620703349	1.29458061197859	0.167029313131952	-0.124228702476191
-0.0453565159132229	-0.032192617542925	-0.296349423454914	-0.117887387452296	-0.273105179502882	0.0803319329941515	0.263462173162205	0.236653037899886	0.275913952337394
-0.829350859806711	0.617601899505212	0.520570600703552	0.261191454012299	-0.602964205481635	0.850529484351275	1.49900337526042	0.278381511842025	0.429094523141781
0.484074862841812	-0.47990583655879	0.605878330812921	0.557993360121361	0.574261776573427	0.591250452579861	-0.793880395068208	0.0920180766317188	0.195411337172718
-0.441483779030602	0.5485532641509	-0.131266218868545	-1.09382462826922	0.420322571938696	-0.715464036850311	0.570887153859502	-0.387943274541813	0.117380849369063
-0.673090710002581	0.521030003638882	-0.00667573250857101	-0.262517336771021	-0.0663945687122732	-0.201150223458384	-0.0568243107171152	-0.283296866966706	0.0691731432109782
0.197530931301709	0.194212180281217	0.244209682300766	0.0840974873274984	0.155805497693177	0.278828242012294	-0.0795731679636785	0.0878061690448607	-0.290604519029221
-0.0872722483736464	0.0472812249507572	0.0359657906627701	-2.62307732548877	-0.362075288089557	-0.22141739534669	-0.444905647403375	0.53635536099837	-0.0520839200002792
