"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"V12"	"V13"	"V14"	"V15"	"V16"	"V17"	"V18"	"V19"	"V20"	"V21"	"V22"	"V23"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"V31"	"V32"	"V33"	"V34"	"V35"	"V36"	"V37"	"V38"	"V39"	"V40"	"V41"	"V42"	"V43"	"V44"	"V45"	"V46"	"V47"	"V48"	"V49"	"V50"	"V51"	"V52"	"V53"	"V54"	"V55"	"V56"	"V57"	"V58"	"V59"	"V60"	"V61"	"V62"	"V63"	"V64"	"V65"	"V66"
-1.30576472239101	-3.88608032756096	-4.74573796420406	-5.23365763685514	-5.5293479760106	-5.86906070981273	-6.19711299579458	-6.47199470460132	-6.65653597671847	-6.68485551390711	-6.71605772513753	-2.77143213862299	-4.61729179072727	-5.46142619736323	-5.91850656676135	-6.36762463887505	-6.75385729202616	-7.14160068551138	-7.22410773780347	-7.42454899771135	-7.30461510227863	-5.81737056061407	-8.20173089057824	-8.79615618708551	-9.38151897674251	-9.96021046032286	-10.0196318383141	-10.115628257247	-10.3402976045253	-10.2597380419323	-7.03495767034328	-9.20176631378033	-9.96024869203904	-10.4277982016055	-11.3248863154259	-11.442926992068	-11.5766981631649	-11.2192790787673	-7.70844648973609	-10.1497942332055	-10.6294635725661	-11.7311019943156	-11.036430358718	-12.1370723047202	-12.4250048089006	-8.18530168969564	-10.8125351325588	-10.6868786232192	-11.913675255647	-11.7311132483632	-11.7311042344302	-8.6804890701022	-11.0364509561768	-11.9136816147088	-11.7311038436372	-12.1370717986929	-9.01275864127011	-11.2192692258783	-11.731106131362	-12.8307214369193	-9.27247862241546	-11.7311008062802	-12.8307202466442	-9.87712404546043	-11.9136740881872	-9.27231819594491
-1.62136047346969	-0.15265615209835	0.112245218734359	0.199711556264438	0.220140907904377	0.220714994708397	0.265502375120958	0.254014115354473	0.22364541916854	0.231081593192126	0.236500488022477	-0.403458923917102	-0.121127740976511	-0.164108417306341	-0.144302688992868	-0.156656400019417	-0.101054531823426	-0.074838160382151	-0.0581021711916691	-0.057110877123389	-0.0569583547388124	0.33898724891961	0.0232014792875424	0.0064358381135267	0.00615678795093186	0.00417348324225018	0.0111132917868626	0.00897270256446903	0.0055618341335307	0.0052194610567396	0.200453360992116	0.0182555270739377	0.0122962590298306	0.00675209354360698	0.00404715099754305	0.00452619810740498	0.0013006812745604	0.00382693629171553	0.123288584437762	0.0113648408859585	0.00573037467724159	0.00260858581257177	0.00347493864550506	0.00142521999317186	0.00150314154483556	0.0918619705923931	0.00273039148253551	0.00718414120778878	0.002946081628473	0.00386798248553587	0.00311481740905879	0.0562739327624837	0.00287317762780713	0.00273485630822322	0.00398251382596471	0.00124830233819542	0.0489422968120707	0.00578830506362724	0.00402538996965442	0.000617524934615907	0.0336875087509678	0.00190757454789026	0.00129435258483538	0.0204374556164772	0.0019928418323217	0.0399907854254323
0.328142958631046	0.516804550350553	0.382071227208744	0.329380502541596	0.270061206883221	0.203425799812504	0.190153985217409	0.184588952093016	0.152022570299096	0.161732391974009	0.156784394815139	-0.18858059822535	-0.277888523669793	-0.27972811842637	-0.251700460495697	-0.232399253471748	-0.192605498726765	-0.143381666157645	-0.12787249465897	-0.113969159658362	-0.125973163654781	-0.237731372280895	-0.0473424924876682	-0.0235705278241257	-0.0162204133269393	-0.00809158435359423	-0.00209083244372846	-0.00579221384910149	-0.0036719791357395	-0.00548985823961997	-0.137990432005179	-0.0140899327509938	-0.00659474279044734	-0.00553923275976235	-0.00217589163255192	8.52646114634918e-05	-0.00272296354389339	-0.000952975509175348	-0.108744065631256	-0.00748196910668944	-0.00593119083477222	-0.00235243520571494	-0.00644864085293437	-0.000523416564556376	-0.000838166065370189	-0.0744575905415846	-0.00538219974427314	-0.0054372191098917	-0.00210416966362023	0.00202395086316545	-0.00182058716330449	-0.0500635936599331	-0.00201284241828912	0.000865207191701434	-0.00160600078182615	-0.000940248451383797	-0.0430989331691361	-0.00385993302071081	-0.0013441165672948	-0.000316586261690792	-0.0345050801365965	-0.00256933960376965	-0.00159713421594156	-0.0166125581804527	-0.0024683276991362	-0.0414602357636382
-0.888271162552654	-0.312787102305067	-0.156408413491564	-0.0901222535880764	-0.0419644468874511	-0.00640677383959847	0.0252898699245556	0.0265005060864047	0.0278817208835021	0.0296581111805548	0.0292665273408902	-0.0973426229142803	0.0787268088624689	0.0503527785824158	0.0440181307602524	0.0300417778403156	0.0380621714704266	0.0299905955605073	0.0284978112835051	0.0244627086995438	0.0295941059667151	0.309131329606874	0.0372542843533027	0.0158415634381007	0.0105998393889742	0.00565059368417381	0.00711988767887306	0.00718023156452583	0.00406816141458737	0.00532716909153636	0.185077625349349	0.0173595169470398	0.0103797999708689	0.00646100478783081	0.00335132677679045	0.002455968336905	0.00187346731837854	0.00240092986095943	0.123314792209264	0.00996184270592908	0.00624979420177354	0.00257254018068557	0.00497284564885594	0.000941139551970328	0.00134730698904391	0.0880674782529454	0.00424371483740391	0.00699838089881939	0.00276666393075288	0.00113488840947056	0.00236257927661376	0.054213049322912	0.00257120835252452	0.00110295386992134	0.00275597858271615	0.00123222339074379	0.0465159824033133	0.00479354709442418	0.00280117031126132	0.000556702733667075	0.0338264465603148	0.00228836607036844	0.00137571111877879	0.0183336915994687	0.00228780577217929	0.0398376472914445
-0.210619175060683	-0.127969123478666	-0.0757173541387064	-0.0650920245419942	-0.0568775786152819	-0.0446425495605326	-0.0435127082070122	-0.0409471216242857	-0.0341104552689523	-0.0349599046324531	-0.0363255884668717	0.00322602927382327	0.0667290009698959	0.0631716347520918	0.0550074078659604	0.0522810278354872	0.041855507088288	0.0319767693301917	0.0278881532288984	0.0259096933631971	0.0278416176628755	0.0875947234443042	0.0149083582434152	0.00709030374844608	0.00438090753414633	0.00232300027162803	0.00104227781067948	0.00165382182428083	0.000928094302615425	0.00162645806344164	0.0574892838246161	0.00574130553831457	0.00286383202399457	0.00201586401295081	0.000956566397218923	0.000230144249230237	0.000712312029896217	0.00039962993061825	0.0446114867184772	0.00347793104918648	0.00213946533248847	0.000946527635097774	0.00235318727062434	0.000202070612966307	0.00039519026858391	0.0326483380388043	0.00204461228800105	0.00227752353340145	0.000925926204835106	-0.000297659555669994	0.000812561198868899	0.0215396528493651	0.00082677804187509	-6.03413246184571e-05	0.000730673502119534	0.00051995080175621	0.0192529735047574	0.00181358743456037	0.000793359297000824	0.000209523512658156	0.0152449244201125	0.000941514082287038	0.00065396465607346	0.00780894234722521	0.00109816539024706	0.0190190298638482
0.333219046547314	-0.213914838836631	-0.271382987862637	-0.280226953773139	-0.251246727649921	-0.20814962778858	-0.217354104526421	-0.209986440196721	-0.177672276192793	-0.186836999029408	-0.185119634044562	0.235731979378412	0.21633086183031	0.241243323434113	0.221341241521443	0.212756146545525	0.167534643959114	0.12448873383642	0.108003237241184	0.0984301005119305	0.10659510931553	0.0229876652398916	0.0227478234777315	0.0136006438313936	0.00858174018606764	0.00388501228338694	-0.0028281424611541	0.000426998075676394	0.000449066192420748	0.00143859624472169	0.00465250676905837	0.00279021540706774	-0.000687051912068597	0.000833382242198627	-0.000339778789226244	-0.00201668179384929	0.00117602762179837	-0.000963520157834852	0.0165953992852786	0.000159933028179748	0.00146192324633128	0.000571991311946488	0.00341411202663939	-0.000293616397533788	-0.000400103386496229	0.00598821576683778	0.00330366263754499	-0.000346693083120837	-0.000235598008258018	-0.00288298422851471	-1.6396669250698e-05	0.00851698049522062	0.000416794665159881	-0.00181054128243356	-0.000637696884420087	1.31760553663467e-05	0.00512992698131029	-0.000160022127059146	-0.00133582503765452	-0.000297227533037205	0.00820453149640337	0.000558161459232957	0.000475686201618854	0.00254013404482926	0.000852979179077916	0.00969476007903822
-0.629434642670548	-0.396432558148018	-0.321912797601013	-0.270016118183992	-0.22299592528558	-0.164249823761303	-0.148207300911065	-0.139407256226495	-0.114442735392399	-0.119786299510014	-0.117504906220047	0.185597733339981	0.231106761903091	0.217889020858744	0.190778039764907	0.174786884218784	0.147018315186637	0.110042274305448	0.0971181455117812	0.0875654301338575	0.0971983487266617	0.297611302342788	0.0479606943482054	0.0226353507893915	0.0147504321312182	0.0077927739596825	0.00362286734620205	0.00623714484150031	0.00369707658808848	0.00549272759688741	0.175383933433359	0.0169312855478829	0.00877319113060296	0.00658866653511218	0.0029406594112434	0.000854734402910524	0.00247636311424265	0.00150147192199389	0.127606628913177	0.00936360470400221	0.00661152067577088	0.00269317587267743	0.00654796482195654	0.000682036286242082	0.00114063113488015	0.0881345092835508	0.00523624694882567	0.0067678287865966	0.0026067153159789	-0.00108936164946331	0.00215661478013556	0.0559243827644141	0.00216220886679364	-0.000283479578599219	0.00200181266966133	0.00122181864055455	0.0478879863256788	0.00446777410476757	0.00203549814027227	0.000506497612735998	0.0369310144196445	0.0026552779578812	0.00161226866383726	0.0182281430447937	0.00253798244995944	0.0436914325625457
-0.0755916939262011	-0.0503203802988564	0.114735711916476	0.136557252914092	0.131560680648181	0.111412273704117	0.118309353328524	0.109969313232743	0.0946909797404946	0.0956060908776118	0.099015470640141	-0.212113617613116	-0.107903848277202	-0.106059091609307	-0.0927456552233184	-0.0912746806013683	-0.0704924047988973	-0.0518313412559975	-0.0430491475145354	-0.0410364291491936	-0.0439626711149564	0.00438047945966699	-0.00947954039354992	-0.00567048617074395	-0.00276209499780798	-0.00125376628602702	0.00183525935566908	0.000510153857120492	0.000454041626000243	0.000138216295981826	0.00332188934429151	-0.00129633983884947	0.000623323364828315	-0.000377813774644392	0.000153812492413172	0.000973847231513786	-0.000267241589425769	0.000625457896782429	-0.00477874094176541	-2.11135155276952e-05	-0.000381810094187185	-0.000186032761087583	-0.00153676337732301	0.000176828041297863	0.000332867470359692	-0.000535703864751567	-0.00158774288266845	0.000344905143826784	0.000283898805687317	0.00118875258495853	0.000210485067633349	-0.00288840321032015	-0.000135689194608983	0.000807540598882638	0.000482964258801363	-3.12485027991125e-05	-0.00112725182509905	0.000396202249415593	0.000611808978311212	0.000121455326567919	-0.00325098899039195	-0.000202560114578842	-0.000195185408785532	-0.00121773193703823	-0.000306745031463774	-0.00395936036599464
-1.9077939431549	-0.664735362460394	-0.369789214138805	-0.235185571358272	-0.155175434125171	-0.0768471041303834	-0.0216455504482056	-0.0187037790299873	-0.00691693302152513	-0.00895155043643844	-0.00339329343465123	0.327878592486105	0.236940833181043	0.180671405630323	0.157862796375693	0.129995528913451	0.131590200516065	0.101354736064027	0.0929204773044812	0.0812175974911726	0.0946842710290505	0.631845999854072	0.0789567671448619	0.0343743897177771	0.0237469386672078	0.0126899556078705	0.0126569958550606	0.0140096180530518	0.00826510975866859	0.0107846144549984	0.323471344745086	0.0306931452997408	0.0180929345704581	0.0116212013686985	0.0057244945824554	0.0035971025630551	0.00371485254221352	0.0041466602875163	0.198157826789893	0.0152955165344738	0.0111804064011646	0.00424927712528838	0.00856207621832147	0.00154676736563704	0.00218805257748931	0.13265363781581	0.00682262615921133	0.0111408510163118	0.00428254625109783	0.000717547140633509	0.00367513747922837	0.080030300882728	0.00396885347530787	0.00104007076757294	0.00393240594986153	0.00168320191097004	0.0657386808822329	0.00689833610205105	0.00355611021069818	0.000660785684298692	0.048597056611326	0.0037254762076792	0.00194089112623873	0.0249583976459346	0.00326172760648655	0.0551646077365785
-0.339736998179157	-0.421740096402698	-0.326490009739284	-0.293101703615456	-0.240407837349866	-0.189614881886611	-0.179461209732422	-0.174857637024794	-0.145257317268782	-0.154964037970348	-0.149926858297759	0.185672226235587	0.238741876608504	0.247014732954035	0.226640937304564	0.208269643091529	0.170910229242361	0.128091374990565	0.113807337821433	0.101364495066233	0.112812774696201	0.224988527371575	0.0429600589287901	0.0212411927812859	0.0142600568724109	0.00695026351780274	0.00146468025510669	0.00502287114578791	0.00313096098612328	0.00487581310291993	0.131045297133017	0.0128664600666112	0.00603322078499885	0.00507998500587763	0.00198375538895912	-0.000142132733349396	0.00250269226689849	0.000762996060268168	0.103167753903412	0.00711650805037591	0.00549537460105743	0.00220837329495055	0.0060537049187363	0.000375821890681816	0.000779933969164427	0.0706559255723583	0.00503137248383175	0.00502344047862108	0.00197931042096717	-0.00198380654088871	0.00173520139778967	0.0471334569667304	0.0017784670366767	-0.000882607856699181	0.00150351187565748	0.000902815020885789	0.0407656071608672	0.00372399424206837	0.00126419325028901	0.00033300337477951	0.0323746367555324	0.00230694601430042	0.00150729578514071	0.0155383568580301	0.00232808701894702	0.0389895825768182
