"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"V12"	"V13"	"V14"	"V15"	"V16"	"V17"	"V18"	"V19"	"V20"	"V21"	"V22"	"V23"	"V24"	"V25"	"V26"
-1.40427618564938	-3.1720790589876	-3.43897941661743	-3.33973237442543	-4.52165582940314	-3.26221871912252	-3.96738993280314	-1.16407652279216	-3.20648981327769	-4.79842285959406	-3.67637997731765	-3.62877088776664	-4.92335102757906	-4.39701202684407	-4.12505735202981	-3.71258805783784	-4.99047476284404	-3.97059865537115	-4.49414979472533	-4.9427057440329	-4.04465324655568	-4.08058624039605	-3.3311214601325	-3.65955633046749	-4.26886117627837	-4.04593708445567
0.331939984144094	0.000330877693256212	-0.0554177781485801	-0.220505820115266	0.126564296872863	-0.207069205003763	0.302594678249241	0.216493209911291	0.546755415046109	-0.640118886370756	0.19873266195539	-0.0331240466972436	-0.928768312750506	0.2930435455567	0.309965840226858	0.337263020731452	0.0106990160895748	0.224573264714393	0.453729640155152	-0.395174752313124	-0.166880853518066	-0.0867246778129474	0.00239023570056183	-0.319481342275335	0.233827690471229	-0.535637702512579
-0.510627136536151	-0.465276931929269	-0.262279471997687	0.0210443548737215	-0.161030413081711	-0.0695082612220216	-0.337218885694139	0.546549506205266	-0.205912003038019	-0.0115552439133247	0.673137047523467	-0.0743545173585182	0.117665411919148	-0.246884073547283	0.363034462084178	0.0229068256222779	-0.164593140676638	0.976712319111731	-0.125812914899257	-0.0948518791450814	0.808475094521735	-0.439955741618061	-0.0428187587072506	-0.310670307875476	-0.0373950429156508	0.0312197022940215
-0.188593086277324	0.408564476860565	0.0740345194407836	-0.0244378268650473	0.0181475268750262	0.150093121667334	-0.18341243498894	-0.651225624607961	0.25019850556571	0.340976771469224	-0.206353205571988	-0.321140100274966	0.306906373371879	0.107132163677364	-0.823056518466534	0.152405964902098	-0.140218686795482	-0.0847236375469512	0.106159300768375	-0.0631198231033912	-0.538753951180295	0.0295919456203546	0.149520358178007	-0.152002584633397	0.373581914975641	0.909724536939912
-0.148249595876448	0.12849290020775	-0.129268748858842	-0.493267693809727	0.155094679685306	-0.232580052901794	-0.458854470690837	-0.482636992562528	-0.193699931987332	0.31881616047031	0.491314924884226	0.306463780124973	0.655003431339357	-0.406833800037823	-0.0570016461054899	0.216763355791243	0.334458102490488	0.140165195465695	0.346120637102866	0.525970945797359	0.27918799233892	0.134304883602906	-0.138640441889903	-0.0504543481607619	-0.530284307970258	-0.710384958449658
-0.176672395072284	-0.0308225831791532	0.126277851821311	0.314399982671411	-0.0709785821269747	0.120384209730928	0.116336227996053	-0.224168904377001	-0.250786656043953	0.307252762835459	-0.694367956293106	-0.134296686039437	0.284093257890229	-0.297790027709662	-0.471883048245755	-0.00933216691660984	0.5096506043357	-0.373652089646204	-0.409567830237813	0.25251253090293	-0.568439068166731	0.582967828379807	0.208450678406335	0.12132384895224	0.00406607046086464	0.76504213967142
0.656108711313926	0.129785419066232	-0.349674226264367	0.100698281658508	-0.400042639535752	-0.0702825317787912	-0.31558261555169	0.288698339445243	0.0102163030954559	-0.425922072196068	0.699808646608038	-0.132979473410667	-0.334674729371482	-0.285757260000556	0.972895273153881	-0.331700423555663	-0.351227108354879	0.50032333989716	-0.636685918197036	-0.293190960150339	0.984921063100825	-0.0569506684610509	0.171163429774476	0.10513303749648	-0.466435860369391	-0.168645357412489
-0.338745367768925	-0.0270305183044612	-0.133971573206555	0.473526632370917	-0.107375135153918	0.118306982327077	0.308504491138713	-0.189773644483727	-0.474524526462412	0.246898634547736	-0.570323831928143	0.0919278458893548	0.423356009891463	-0.244956635620423	-0.117114362152922	-0.317369337530446	0.165175922325604	-0.354486111272011	-0.526300733251549	0.0970731000688398	-0.16615876270387	0.287877865834117	0.0414656359669008	0.432358138006402	0.342587894094003	0.539071387378239
-0.110971579661642	0.00755653389586188	-0.0257528972727604	0.123772113945512	-0.256476138559088	-0.113499359322553	-0.179802251733876	0.597516524037302	0.0340029501203296	-0.602029629625522	0.5350953422991	0.411610829770136	-0.492227427950641	-0.0848857746471694	0.287601991050318	-0.0565503708166202	-0.465749002364345	0.685346133317677	0.332686419792458	-0.404259415574148	0.462801582619647	-0.338576876284914	-0.209109596426987	0.15625971414743	-0.147416268085792	-0.146943546669716
-0.0543671078416224	-0.114627454341675	0.121305022551118	-0.00449664158595834	0.295535300205784	0.313392710287557	0.0305871253982866	-0.523800184928672	-0.129168151321674	0.6108665484925	-0.441709314081969	-0.134046952129182	0.679067084361533	-0.0632096006963481	0.147598087576004	0.0171181902779278	0.162051734629391	-0.712708216489743	-0.649646493238952	0.295211904486998	0.0172177299618707	-0.059329864325607	-0.124528135746645	0.189823638714914	0.152833237465083	-0.0209701976809193
-0.0481804147438525	0.0889796850823038	-0.272061957321741	-0.228888038687501	-0.120216183776224	-0.057716145596388	-0.26063460962079	0.370368752905044	-0.361100677893816	-0.186070268631357	0.717570866884749	0.270982468980134	0.00935412000329035	-0.0231998849709425	0.417556118928343	-0.194022562412125	-0.39142751372516	0.772543742997674	0.140853183975377	-0.104366298214053	0.751692172244927	-0.442491955362988	-0.150832954985771	0.11164488486603	-0.385696435149214	-0.424640095775946
-0.7139783054994	-0.405979095711233	-0.269209492888122	-0.0383808939928082	-0.476779684635828	0.0362819157247956	-0.187664538119583	0.753279696314682	0.060810812283746	-0.0613194237487282	0.671383003823835	-0.209414473708806	0.00280939408374575	-0.237932894616606	0.744398271974533	-0.305323090679368	-0.106523565261695	0.830825644263794	-0.44980548235269	-0.181269941144348	0.912391694846391	-0.200057559418372	0.0559347126995227	-0.146485937811024	-0.163458916408764	0.0854681499823328
0.24544460851329	-0.0774878563775403	0.417822254696461	0.36412118234178	-0.339346852700003	0.437748452131816	-0.0956001195922008	-0.458536196203364	-0.194161779889503	0.38900749102364	0.156925876843903	-0.177813027000937	0.570531755059008	0.0204611396659267	-0.43320210859593	-0.182607882050067	-0.3600533088998	0.36081179138839	-0.540550561674164	-0.0398096290391977	-0.0577875053820332	-0.172448586713651	-0.238490434455165	-0.0198133127684821	-0.0738370755516258	0.49867168522945
0.793407737314623	0.280207817646007	0.239293272943136	0.0144180103417801	0.514240791316566	-0.0748698823479513	-0.202705007592887	-1.64514651863239	0.142623021608609	0.19265940842762	-0.672727958079846	0.273270823171653	0.0503701777132272	0.0739125499904278	-0.554112558759595	0.847314070072208	0.123619965803738	-1.15434295603694	0.416731198454605	0.33152795537959	-0.538275017366916	0.494430010636947	0.12186547989274	0.210428178402557	-0.0735851358128206	-0.20455543448668
