"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"
-0.383221250768987	-0.306882858657509	1.47409081396	-0.302911312050284	-0.150327210381974	0.188303018617482	1.09987082143271	-0.632114674259941	-0.00714587160164072
0.258318638581029	0.0910884213233091	-0.421559064510458	0.0991164660725046	0.0961235927119603	0.607906262962357	-0.607490806614909	0.156894911631088	-0.0610725638434795
0.457757331418444	0.830363420736037	0.704933611981357	1.2661279867067	0.895104048543521	1.09419076820176	0.249147765255827	0.445772791594632	0.0113673676294081
0.331562841772892	-0.183198956514631	-0.40468892486882	0.833492114405126	-0.141338896777061	1.26496225077209	0.699760973587877	-0.0548173021648122	-0.311533228169866
-0.438348543889516	0.704593073037607	0.473293062932808	0.188225645907278	0.730516382087871	-1.4478147650342	-1.57338996019335	-0.983921718399287	0.267904045238484
0.0326995621571117	0.76318992300745	0.00523892312510677	0.935292368189884	0.475242503374133	1.54281849024461	-0.929521428511424	-0.0317626030270946	0.198267597370581
-0.171425378616444	0.60005346227644	0.285481490409848	-0.400531711466735	-0.28101986355127	-0.890500490499221	0.575081918625873	0.761570364255629	-0.503230234744604
0.154833921248447	-1.07047911988736	-0.768601878202371	0.279165289201588	-1.4940275295052	-0.506015614664612	-0.862118917022066	1.1531932891369	0.735454613375337
0.225290723855382	0.535467717602094	0.491639595975746	0.310645263831518	0.0225320707563606	-0.841510821171641	-2.71616127492792	-0.933100251523871	0.402209525761966
-0.280025959436601	-0.125000625544595	0.059459448299987	-1.51010223218118	0.347321578350239	-1.33798069871456	-0.0404149743395853	-0.302941595108724	0.123765999835494
-0.588550275592003	-0.657635182567229	-0.547778464052886	-0.475550201607951	-0.587527293323453	-0.384623414879355	0.14089314633959	-0.657569906903853	0.268465757565073
-0.139063373345119	-1.24402723664681	0.021785769194899	0.617159709559609	-0.874540473764739	0.560020692152104	-1.50500583093168	-2.00714789239386	0.795375507419617
0.349031523849295	-0.153708751085809	-0.165170791254118	0.356905345357848	-0.0567938179045771	0.811610174026897	-0.0090039119931673	0.0294494841678937	-0.431004897757255
-0.0573247970844695	0.210989983193863	0.239879904506113	-0.665008183292315	0.346529399920569	-1.46200237540691	-1.79463320303111	-0.540042034933095	0.46559689244901
