"V1"	"V2"
-0.411140050898338	-1.02956646961027
0.099681333886328	-0.0996813338863278
0.121558967439143	-0.121558967439142
0.162274312498122	-0.162274312498122
-0.0349106608883019	0.034910660888302
0.253616449571446	-0.253616449571448
0.305479519750698	-0.305479519750698
0.16919849066949	-0.16919849066949
-0.439631012727397	0.439631012727397
0.103615942824057	-0.103615942824057
-0.501115779604537	0.501115779604537
-0.116248922361296	0.116248922361296
-0.151257942799727	0.151257942799727
-0.342064841598549	0.342064841598549
0.425779735343375	-0.425779735343376
-0.00904856151582652	0.00904856151582674
-0.411369794744216	0.411369794744216
0.0504038909480184	-0.0504038909480182
-0.218062116012388	0.218062116012388
