"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"
-1.38975843639774	-1.52713139916324	-1.98389114157315	-2.26538510814395	-2.55566447237818	-2.62645665320153	-2.75475110778053	-2.85784960788114	-3.22226017418182
0.632954680680342	0.555711098473008	0.0248957223763956	-0.20134394027691	-0.0667045570268156	-0.127637858507404	-0.298501494577863	-0.332792623533939	-0.186581027606823
0.309243634967022	-0.140637247682685	-0.101264060417032	-0.105112398294356	-0.0780204555607222	-0.0626277734434661	0.0230362497938898	0.0490932297065902	0.106288820930752
0.375532000317318	0.325167609902666	0.207008481339637	0.116704722648045	-0.14158795302924	-0.103840027468152	-0.154780804420188	-0.161001874401263	-0.463202154888823
0.057533533661474	-0.452702415771323	-0.277622837519322	-0.148284761479199	0.0134041740438463	0.0301632923141576	0.142499884010567	0.159100528769622	0.475908601970162
-0.222614201422651	0.172074130437777	0.295395453568549	0.297411510665742	-0.0368997794980735	-0.0468855789781088	-0.100599835769317	-0.175675311217713	-0.182206387786195
0.875162340436188	-0.266796037783492	-0.0465724675370548	0.00183261234656406	-0.166568639869951	-0.107047221833559	-0.115247209552816	-0.109103414746266	-0.0656599614596265
-0.0957469623407122	0.463323887784018	-0.0474380800331578	-0.168949237737637	0.102653254409939	0.0413615058506691	-0.0811733847344854	-0.0999621265649025	-0.114068856633731
-0.423210884650495	-0.505908999721653	-0.163805657010836	-0.0369790261019311	0.131445002366937	0.158763782090232	0.260124612974117	0.318750084203976	0.26082108584966
-0.180619808016083	0.511464235348227	0.114809228388845	0.0158627897848166	0.0613390534148656	0.0477870938097799	-0.0604464795769092	-0.0519420964802875	-0.458254016673245
