"V1"	"V2"	"V3"	"V4"	"V5"	"V6"
0.149398658497461	-0.493970537689423	0.0105896960097576	0.381930791289294	0.18700371815849	0.161392313552103
-0.0980797239365228	0.228534317156503	0.0718050086907503	-0.168559172061612	-0.293328391036158	-0.169774989191072
-0.0943011262415073	0.945581693040036	0.328540639400987	-0.512608523315934	-0.56163305307235	-0.445869666904015
0.142518900698748	-0.51070816998462	-0.0509885832971886	0.126275219598457	0.519491290189564	0.0208656222855513
-0.139463439181014	0.365634941951724	0.406073446905358	-0.476160707753154	-0.300532064291192	-0.0832259993072663
-0.00413895205368653	0.0518084733964378	-0.160896944809692	-0.146667365051146	0.164714845552161	-0.131794851224334
-0.145862432065525	0.568128654717742	0.359483176760714	-0.358637955713193	-0.430661564415626	-0.247249711867677
-0.100425139520206	0.175200120085295	0.344847724543564	-0.163564851772391	-0.412045247267581	-0.00892620607077469
-0.135875749987852	0.940324618206651	0.18037307972535	-0.431484908810751	-0.430365186608162	-0.169911616098975
0.00639518730308751	-0.00692350346991925	-0.344350895210241	-0.283419061711411	0.127159204868084	0.0609611051627019
-0.0849170259867879	0.262108377019803	0.12987696470412	-0.244882842484289	0.0441326412813177	-0.054155986548885
0.0599123988890986	0.0325556304138526	-0.121430443507147	0.339783963859132	0.306515593747303	-0.0973664639999716
0.0203746574256923	-0.128805366602567	0.091257139648485	0.131204400159646	-0.214596693535849	0.197750882431307
0.103130456307533	-0.846814859664887	-0.153742940394787	0.667431385469821	0.71600041648423	0.280615573930976
-0.129838520025686	0.880516610931051	0.274829740548142	-0.39970789251082	-0.468869683498544	0.00327006230472695
0.143902397500366	-0.95863120445665	-0.129942861213998	0.347496742074024	0.381187778983298	-0.0571148221497968
