"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"V12"	"V13"	"V14"	"V15"	"V16"	"V17"	"V18"	"V19"	"V20"	"V21"	"V22"	"V23"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"V31"	"V32"	"V33"	"V34"	"V35"
-1.55926275826272	-3.54292150453341	-4.11896363784976	-4.58454178419595	-5.22351337803863	-5.44607676759889	-6.79614982301723	-6.60113628082842	-7.43887067380094	-8.17707801847968	-8.60109771434221	-2.31672497166631	-3.98481190027989	-4.92946341751381	-5.4979060447699	-6.38470965717664	-6.86302017088116	-8.17187139039454	-8.17149778763977	-4.88882806506155	-7.41941133033339	-8.59733703721374	-9.31337650540274	-6.58438879677911	-9.31279659934036	-8.16975002185104	-7.09644962188407	-9.31295439800078	-8.59754530427244	-8.16999806934244	-8.16995214990071	-9.31382647782248	-9.31298832283602	-8.17010898644847	-9.31285655994073
-0.436614209853074	-0.295963950026723	-0.249208679360421	-0.163842248584436	-0.0889062787656101	-0.029687447768775	-0.0192678246849256	-0.033818480169144	-0.017205067878917	-0.011656451840025	-0.00626069204424075	-0.233942523406623	-0.0470158249071752	0.0316948531762114	0.0830709345856746	0.0836175230246378	0.0772749512613098	0.00825457205019384	0.0126167244433791	0.366539629507371	0.0887896548294406	0.0192578067698822	0.0123287327863613	0.225371589111253	0.0330658073930856	0.080422924735646	0.118082981280048	0.0287698451743261	0.0417507274027672	0.0975433639986486	0.0780785490475259	-0.00337561338744681	0.03528710612743	0.0746496330600137	0.0402973829123303
0.167522524801554	0.0228546268416828	0.0161752624344727	-0.00201137555489095	-0.0127535625544625	-0.0109201508843332	-0.00678535950675558	-0.00639445004661817	-0.00495428438762258	-0.00201277453186678	-0.00260084996394116	0.091459829477225	0.0141968165496529	0.00541701334890979	-0.00426410096455441	-0.00627204733451186	0.00103128253633551	0.00187354644345725	0.000837041283603423	-0.0868456574870083	-0.0105320300738152	-0.0015627760467444	-0.00175443945944488	-0.0430633404414311	-0.00380755945685577	-0.0148077717337488	-0.0299339162010535	-0.00508452420821593	-0.00614604110233435	-0.0183797372431381	-0.0120457273009091	-0.000225093628335073	-0.00621359142993828	-0.01555172687763	-0.00644505529673284
-0.84323607774342	-0.495847767080868	0.0299760668629471	-0.116561428881557	-0.00926298201403474	-0.10225434977305	-0.0537426051157743	-0.0365202126530311	-0.0273614007643137	-0.0100942095079022	-0.000205197934963162	-0.387283021046215	0.0356470355841594	0.0686551180485435	0.108114014956733	0.069351127161553	0.044820623219179	-0.0141021535780183	-0.00468837514078801	0.570802027059928	0.0905210335394195	0.0264505532407325	0.0136978887340946	0.247848520849732	0.0329091655931737	0.100586317024875	0.169988086689486	0.0367948656829438	0.0445616434040177	0.118376649368745	0.0977337394138032	0.00239086397265538	0.0414713971937433	0.102910472151325	0.0475525714821472
0.868411372993205	0.377383964109575	-0.0517982569477288	0.0530753015139578	-0.0375338473813625	0.0541502926959283	0.0260005224131596	0.0106357467137586	0.00948536397328666	0.00180951883199745	-0.00608773507364465	0.415827529596246	-0.0131534283909048	-0.038451668074969	-0.0763772660564872	-0.0474384360985301	-0.0157665704982607	0.0170518158089686	0.0089193022064887	-0.532652713933834	-0.0702023589327238	-0.0193912616473204	-0.0113878478909769	-0.220395722642348	-0.025264740221352	-0.0877736671625214	-0.160353634950126	-0.0320399431294676	-0.0364226115762841	-0.104134830033052	-0.0825467012850853	-0.00316799758157345	-0.0361342999220429	-0.0933590307078188	-0.0409161607181579
0.270301153529633	0.0244371995303671	-0.0969561207298471	-0.101108846641144	-0.128204480214499	-0.0661295858293345	-0.0434023664364532	-0.0367877283790402	-0.0262932995205408	-0.0159323305336898	-0.0176512560929028	0.169160236537164	0.0730608913514699	0.067122868252294	0.048865040389013	0.0276072094778803	0.0549409287965218	0.0179828381723328	0.0201891921048566	-0.204794535065531	0.0168351019744041	0.0073739469363675	-0.00173266864537205	-0.015931875830751	0.0104900485675229	-0.00532049248619665	-0.0550744212360619	-0.000177075037446655	0.00749241921562634	-0.004466615126578	0.0089332578536558	-0.00520882984121014	0.0019300401960097	-0.00656447099445459	0.0050146257559353
0.694947592538502	0.578953003106055	0.325891791779834	0.329443682397163	0.214577684292346	0.16089572374497	0.0992433902495862	0.0974506150859733	0.0628912927692276	0.0355962173763858	0.0248367255997423	0.152482527021326	-0.0830111832491054	-0.160165178410293	-0.206927580598377	-0.142722965308841	-0.150060327234286	-0.0141537649764724	-0.0269141880954827	-0.534456023135485	-0.149895714956729	-0.0403296438871612	-0.0184420684331317	-0.326884301810723	-0.0538894199939012	-0.125586730068064	-0.149781222225514	-0.0458125511892043	-0.0678127207758483	-0.142812910115528	-0.122386359041002	0.00792607314339239	-0.0521317462082505	-0.111389212443877	-0.0595705069472286
0.26349487847966	0.937788690343206	0.73455014688317	0.743238982481086	0.61504454017709	0.42330275344651	0.247735542555092	0.227757286608087	0.151313668164448	0.0866578210109606	0.0717989198236814	-0.495201633073589	-0.420689763918511	-0.437463298190583	-0.431077317630236	-0.262279976361025	-0.326177100379327	-0.0631740920101978	-0.0852555637933106	-0.29277253504229	-0.216423115288985	-0.0723915001989589	-0.0251846522136542	-0.353550613575103	-0.0721796798163507	-0.147051533426463	-0.0920637661619031	-0.0569134497869558	-0.0987346575091102	-0.156168462731248	-0.163039365701816	0.0208746132253575	-0.0623116119446178	-0.12369326354034	-0.0697608909037726
0.749155645924786	0.652952061495039	0.31587082321159	0.354854987601416	0.228030482948565	0.189193035546171	0.115234098418542	0.109907293581401	0.0720507683646508	0.0395671311249796	0.0273692738012049	0.132808063794071	-0.10800471327903	-0.182154566179128	-0.226279789257684	-0.151182894629112	-0.160305144300377	-0.0131011817021728	-0.027338533560137	-0.580570050431902	-0.159870928579537	-0.044147148807426	-0.0197743085710623	-0.341770370910546	-0.0567744915438548	-0.133284965317008	-0.157849193161811	-0.0485047582373721	-0.0716910455270496	-0.149981597263183	-0.129131419152407	0.00809431983096078	-0.0544898214744402	-0.116771517499498	-0.0621095462586408
1.55085882151024	0.913187353896293	0.820470428903123	0.683834488200325	0.577101989564206	0.446329702777635	0.273826403615267	0.260200146358348	0.165494474341514	0.10212042423551	0.0770575547556998	-0.9110592981156	-0.471159717408594	-0.523118726720767	-0.534972858407504	-0.290743773224879	-0.365798635566054	-0.053888763638953	-0.0854325023207522	-0.59225609377793	-0.269723630699076	-0.0820340493155341	-0.0307792338198146	-0.450597705049909	-0.0845081563543775	-0.185334269893053	-0.114176273050836	-0.0695015935236397	-0.116891493280724	-0.192317355978672	-0.182446020663047	0.0300628929227657	-0.073351121764545	-0.138965328462712	-0.0814880800439558
