"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"
-2.40350100825331	-0.125244098715058	-0.417953157342689	-0.29057642020766	0.491660462755994	0.48732384502231	-1.94588655473126
-0.391232934913104	0.209772621819078	0.642735951773181	0.445900146570805	0.572483500200789	-0.576266880829588	-0.665900433197384
2.54060486629143	-0.339945738162292	-0.151639483588972	-0.0809007698730484	-2.1043801225464	-0.361909716605428	-0.188522184321733
-0.331586273478148	-0.73483040486566	-0.298667948113514	1.13261500388223	-0.590121183959073	0.282624415235343	-0.195349749189784
0.349225506972933	0.963228473233422	0.0844839890664617	-0.290703376821499	1.53286329163153	-0.472849832621069	-2.1518343461085
0.0550619485464499	-0.221392100921042	0.538715802848658	1.79437990878477	0.689743485784912	-0.152853470869687	0.118206094006228
0.323918790001148	0.00179560338275496	-0.203737163095764	1.96114981646921	-0.71610994187862	0.600734258814244	-7.17478116861073
-3.61759137129233	0.490741585410282	0.0555637457782482	1.19272721892117	-1.71595293452707	0.446713595797253	0.0831106163575374
3.17683659631055	2.36362632771775	-3.41906442164262	0.0137024156232121	1.02242782237879	-0.632328654384088	-0.36782421670642
-0.562018637577787	0.502757912953774	-0.724984190185178	-0.395342826528967	-0.23627364636791	2.00896957724373	0.343335873013146
-0.51214559576373	0.373074729683411	0.158014910325042	-0.896890960792624	-1.19935985679953	0.973279259221759	-0.347735600298011
1.57394186145503	-0.0174219563966687	0.106582580367403	0.392834658940198	0.169201419087159	0.792924532200884	2.87602386367073
-2.28543832137837	-1.02423952915113	-0.557113637185825	-0.352327011680891	3.44091053441136	-0.07243093557826	-0.447310219563318
