"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"V12"	"V13"	"V14"	"V15"	"V16"	"V17"
-0.259125591786666	-2.31924356090627	-3.18992790571286	-3.5230427168178	-3.73869076564852	-3.73094614564698	-0.803629617209777	-3.1415609236494	-5.10925114797824	-4.10154385239181	-4.27411788119403	-3.3066662123018	-3.96144617585504	-5.50030789941124	-4.41455880152676	-3.6143802456398	-4.16343943944113
-0.231124314635977	-0.0918279019415991	0.170413426302546	0.152581002847328	0.0686579083243177	-0.125050668685559	-0.955635032351516	0.00941484480539771	0.309923078380534	0.0659163266612289	0.182406595261488	-0.133994786535395	0.0781438281044582	0.26925468324627	0.25048674686664	-0.0959204704097226	0.0763547337595605
0.0387278539542767	0.033938101670783	-0.0498326174147522	-0.0561932203217054	-0.0199970606983702	0.0424239315196637	0.369741630275711	-0.00939167750495472	-0.15356674827635	-0.0106607441032757	-0.066109684755627	0.0628552546703287	-0.0190698671118697	-0.124195536798742	-0.0633227559287393	0.0338130647559776	-0.00915992393235505
0.235599525370665	0.00756719045493473	-0.220475372632607	-0.181707159229583	-0.123118768486852	0.117831850576711	1.32268281871333	-0.0708290131012758	-0.194774946437786	-0.138891530391328	-0.167764648323623	-0.00416170300017783	-0.0565441633196198	-0.160753717105633	-0.359567337229823	0.137421362691109	-0.142514388548442
0.259399186197578	-0.00564121201657194	0.0986422005737838	0.0630420237191532	0.197770476944721	-0.0348691870035877	-1.39828073513996	0.0668201492057739	0.178331858094868	0.14945365830825	0.0990687795765052	0.0431146132684189	-0.0420656840724893	0.0203599271290768	0.164611704453065	0.0320495712170824	0.108192669544329
-0.444871596778598	-0.256731494132601	0.118152582064051	0.0293761444313629	-0.0759512445296171	-0.0875877779147799	0.923149817697143	-0.134655871125054	-0.393810183387474	-0.0263562052143853	-0.0543002554478511	0.0468241198788522	0.200246107374352	-0.0413031520547274	0.260143139878197	-0.173338194585607	0.11101406384674
0.246474575632706	0.17382546233228	-0.0775891243345456	-0.0279003263204942	0.0279917369528276	0.0607647075036846	-0.319980531163199	0.0733572641573469	0.163605815846029	-0.00446124325347214	0.00482253976975229	-0.0110639433895803	-0.110888657370475	-0.0110664752480298	-0.190201338693059	0.0811652603372371	-0.0788557227590093
0.438462281308892	0.332897017074242	-0.226690266088661	-0.180394347447467	-0.0299597041121157	0.186796726874487	0.543162517717836	0.0734725324495183	-0.205396840501387	-0.0370201356081078	-0.166643972482191	0.164625562590747	-0.191782090196911	-0.336379484407405	-0.404564178851893	0.164478983513675	-0.125064601833261
0.0666516526204918	0.0454387749761555	0.0314034818760149	0.058822358583185	0.0487533452303482	-0.0227440610148972	-0.652882281767529	0.0446320810958056	0.271829820867819	0.0191101411035497	0.0923490098032965	-0.0873690650189458	-0.0317006368076535	0.141399384391553	-0.00794465227405709	0.004949878967115	-0.0226992326322515
1.25203759305463	0.398853661461142	-0.401145677969191	-0.387383743145854	0.0303247375953286	0.343035860672379	0.83331425956593	-0.0165415092547828	-0.210071564410497	-0.0819109364480602	-0.282997452881142	0.16266611956893	-0.398183251682678	-0.52359185420138	-0.782290710709726	0.349353519657473	-0.285469050872508
0.371746495967029	0.151491804370194	-0.0666064063686075	-0.0220808719653069	0.0983767612427546	0.0341245505419119	-0.95046135615995	0.0765618797056193	0.362425347675939	0.0559055702632676	0.075004109344284	-0.0570817277589669	-0.144509786975885	0.0706819804511196	-0.153728513544378	0.146768740596577	-0.0486185773856024
-0.0332226185288372	-0.0228437647369876	-0.0615083354732155	-0.0783735991935781	-0.0667386085723285	0.0440416000360356	0.811220826836022	-0.0383800188262737	-0.309836146804802	-0.0373727519531703	-0.122049824396125	0.105484841074541	0.0186724720768163	-0.173948882061721	-0.041621883988533	0.00395871185157218	0.00251798266058495
