"V1"	"V2"	"V3"
-0.883991725988596	-0.846787704084763	0.920494809857101
0.47713353029236	0.243434804090789	-0.382690813210952
0.428561556654524	1.52021381528703	-1.44911097373477
0.117921982717557	-1.2170494126898	1.96102703002821
0.41868185597418	-0.427631970268002	-1.54385276470661
-0.0685866251460683	0.310817886159835	0.758751861130494
1.12299624870997	1.06784330601446	-0.122229488888559
-0.529100930904876	-0.170217214878442	0.887749701467603
1.18436915576686	2.80015618498818	-0.656505561599472
-0.274695546910908	0.0182096352664605	1.55904894155323
0.594952421817392	0.335424896991422	-1.03935476011198
