"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"
-0.176838193773644	-0.364126377243047	-1.73484380540587	1.06397576599723	0.804566984846599	-0.724387971278841	0.468464243755505
0.354822994224885	-0.285489121227311	1.03443524510044	-0.285677318557423	-0.545755919144515	0.23026572798099	-0.170905240246218
-0.458496672901807	0.47815659271557	-0.942636126483115	0.545243061405598	0.843638481002165	-0.452008492303135	0.214789377631557
1.04225027564225	-1.62580245385129	-0.80881599775197	4.03480035000082	-0.187420300423186	1.25254069173132	0.997689691602669
0.23453931195527	0.248589557590348	1.33295573148415	0.263439580900992	-0.530473896947788	0.402847901428258	-0.471809852028568
0.238502741633002	0.502847382572481	1.4996153595952	-1.58772415095074	-0.615186441531158	0.72527873453336	-0.838199872823961
0.165055489455474	-0.0212977748769917	0.737540242469942	0.238043815240714	-0.599429422764772	0.260885092762707	-0.289226747041057
0.250659511595262	-0.263770896260078	0.442578158898205	-0.134803773136003	-0.477492948358874	0.2408096817132	-0.0363206550362175
0.180910626302466	-0.0563554635523705	0.556971734601635	0.464245427282371	-0.31973784053578	0.170909726767942	0.0331180470938778
-0.311618762855903	0.121222934294781	-0.743252765917144	0.179484531650236	0.473932768470937	-0.581031080798501	0.56438362975558
