"V1"	"V2"	"V3"
0.409569452033258	-1.77389478750051	-5.5739698020573
-0.860331091501582	-0.312283590588341	1.17261468208992
0.67121395645369	-0.127839921964148	-0.54337403448954
-0.885856477171633	0.228215570092341	0.65764090707929
-1.55045570300544	0.500265983281344	1.05018971972409
1.00455842949607	-0.473973346871258	-0.530585082624812
0.779795682742935	0.517928452834412	-1.29772413557735
0.681162992842102	-0.413771185881161	-0.267391806960941
0.421649242395497	-0.149790206388306	-0.271859036007192
0.400981830987713	-0.345239779019601	-0.0557420519681115
-0.729444112186277	0.20760530143401	0.521838810752267
